v_c,v_m,F_vmax,epsilon_B,epsilon_E,E_52,t_d,n_1,D_28,lorentz_factor
868364310633.8577,1232522162165.1665,99711859.34188859,8.234284213520537,4.855498744864788,35.86765472046236,68.73360590000695,0.8833472836397468,51.300803393395725,540.2523117659517
5448219198374.867,637261430357792.0,67121150.6364933,7.680663462091371,8.379753713483025,6.285914160281396,2.09776473840185,0.93347480997541,59.70724006736526,374.86930768443267
2374464712810.925,149829731236.16663,192340307.1720457,4.90117667180419,1.4044926777858704,33.27324525618188,41.37612420060425,1.0308604204626575,29.659505527449237,744.3846828146114
834788278206.9032,115306679927725.67,359834166.1908343,5.698550544028581,9.463639223966858,70.42313238352729,15.325918770092978,1.0844079589683637,80.81169198103508,248.2310042665333
4362277596485.6763,2219571999379686.5,93315369.17522427,7.01625769236651,7.562503609865793,18.673634929101805,1.170940576139592,0.9578511155363224,92.97202521993938,463.69240582941677
1324641352439.0188,113674802512729.3,554001588.2007704,9.992709608291548,7.15792536051876,32.0874533526856,7.914431162994029,0.8480349148883417,34.03587957911819,534.1425419650894
1505334350317.4727,9580907157225.137,153633417.00298443,3.8724716396272014,9.945917757950463,64.85823742074834,50.66554861732676,1.0763684937539901,61.47900025852576,418.00751002398323
12799156527057.64,15324452545816.406,100865687.61257687,2.0566490495725445,5.033787039452789,32.01617612599073,9.416125188894476,1.105206216203858,44.760312894217435,746.6429328389279
567342053089.4398,37022792645639.03,789021614.841242,8.230426558163503,4.384973502173091,59.32493395982169,12.582742150199376,1.0959013361239272,55.53048050068758,257.37420783874995
64658926698633.03,3659382700747.335,4308711.41436708,1.2993462690050728,9.983139753078834,2.6750011210672113,24.188096049823915,0.8643592923753403,57.0998717387784,341.96363285770394
20716998369782.746,15911204187270.078,44263053963.07574,0.9202872499201196,6.535787233657331,94.0498476361589,15.95318202363108,0.863122588980253,3.3356865228612858,537.4889854228454
10396231125699.902,319853554420677.44,119725009808.48734,3.9171658471433646,8.287004847820459,27.410404588531854,3.0925646814841046,0.8599696691229279,1.5056012483875663,918.9530678742252
2797525727675.029,2471292854839040.5,29690713552.143044,5.266201187010802,9.688885323931352,49.28788972460683,2.224560081738911,0.8128084327693356,9.54653112749355,279.56172219641815
320289937472.8593,9213680216529.635,573747210.775262,9.196347246480201,8.84060194154741,68.00669284948755,61.41706132853603,1.1910182463310894,42.69813547148679,367.1586964822438
2049624667854.4038,7346811030556.582,1003810308.383332,6.034017812415825,1.3524126422969405,90.31580062211503,6.217706219763661,0.8122745553935773,35.773743829095935,709.5246457194069
423360072354.6951,672609160937.2867,118834747.91298607,8.665755023556923,1.975764998516488,66.53766488145172,48.54333209331829,1.0472658053103727,94.70391071682761,361.25022019596156
30396066643543.46,1292912728090375.8,30211279266.10714,0.9092771685935713,8.692940564768156,57.807862092598334,1.7279427648548031,1.1048833458559184,7.05327355113539,307.7854556391913
7688640717937.46,975272844400858.1,193352440.96622095,5.190996510413994,7.596676258848056,4.1067157757437345,1.522192269665989,0.9981742814913741,45.41378217353616,151.98783332174926
7388268576646.394,273644624491335.7,126674640.5834227,2.0788173733730932,9.090479411176865,87.56610828388784,5.147759028299151,1.157486200647298,89.18896423969777,639.9927649529346
1149228574064.5845,723796779366.6952,41968582.2969726,7.7136785378648876,2.9377244645253207,62.94206333945514,50.765332950909,0.8141935217335577,80.19368901246169,981.8132911058997
337754983607.29407,13181875827329.736,370253837.7487966,6.823800976001057,9.600113291978937,80.7884208183487,65.2972156092052,1.1098969448260667,74.83783504850669,201.0722616428032
1644614042037.7358,58328422195939.125,5983766142.547085,7.740339624359738,8.92432293279924,40.38852238439344,14.329552721375208,0.8149024880471674,8.789580688105856,633.3257122058461
743666833369.4417,54478558612364.97,424733315.89727706,6.275378277718713,9.01064977667592,51.065107167266916,23.60425600845221,0.8941538569330436,68.92459375768817,171.78310125092318
3177500384599.3945,32238706289562.09,1956911462.711911,2.8473336240991984,3.623633084665227,54.94067206876958,8.120551300849613,1.0649774891553532,30.1785107240829,229.7547828052151
517407530433.18054,9835941863915.227,399365371.169039,7.894934165545956,9.547443302626691,21.8089027174975,54.46613864041068,1.1930218252009057,40.65948324018469,172.42372545676432
1125818395368.3013,50978413723726.97,3083218685.847306,8.014221207563413,5.9035413917916735,55.4084994836112,11.204905384121357,0.9414937741756977,17.380036333466204,548.3256416256615
699723330312.5162,2654791680156.1953,1139206370.0495045,6.641033314204973,3.5744970232107454,82.63946628570442,39.173103849312,1.052897389138723,28.61602914955616,487.1331481340029
30228155142632.312,139261759281052.31,41147624.29655871,1.8838674349271436,2.8751977111085183,4.6252232815810475,1.2387535703951198,1.0597326848671873,94.21680503535327,130.58576726260947
12096164475857.182,70290840424829.81,1280796433.5909483,1.8192697437273997,5.486258826865959,39.765540748605666,6.078417888222983,0.8215851080923458,24.086362765193687,302.11691147774303
500427265508.7884,705593333551.0808,649660791.1340485,6.56365024229304,1.4573127197886473,70.26595220984568,36.925505560081405,1.0484225312608155,55.556319071830444,215.39335389655292
3363182492001.7104,9360334281640.062,6849138393.376444,3.0994368813806212,4.522694244724253,58.28635863035098,17.631731903702605,1.051972820006135,9.388414431191832,485.84919498810586
4698444623631.316,179497671042616.34,434066127.5721021,2.6548994714478917,5.677861394582616,48.452727927927555,4.338137743511255,1.1935111612197606,59.40887574290882,294.0749167956883
929662307148311.2,94533681505047.88,13751826.358473437,0.4651808825590179,6.990920629492905,2.069983170236415,1.254604612875371,1.1848024092493463,27.822388211375856,720.3947518672245
2440881379097.144,6364724235252.035,120647044.12079519,5.250988326060486,7.323308308174975,25.722882647381397,30.344942219311502,1.113779669377073,36.82697721852817,702.8298703360557
2381243017032.725,415414210089381.25,950946947.6025549,4.794282523586793,4.431815612276837,82.53005240538985,2.4857371491365745,1.045607928835973,55.19177779281965,439.25760137735534
16668549299257.457,1870816879412.0056,120511461.772888,0.40527763098786196,5.834517995606122,98.51272672542764,62.114595148992606,1.0890944140006773,94.27928446361759,128.70387140035126
2882081772072.128,43755838506017.734,57038137.75470674,6.669131899942,6.156138427495325,29.44407980462093,8.039431534021112,1.0876246797015892,66.53765126775558,998.0589780045837
67366386724697.29,703955983370982.5,228499971.56646365,0.7756689827903365,6.602416144957248,58.9987958721203,1.3601154251134493,0.9993409192010355,54.24503973295729,627.9733163999679
800954260129.1484,3434331137543.6533,71262728.55868435,9.657535900446177,2.256561890216216,45.1033029905896,16.159431663679396,1.1451192567832724,91.50442485284668,662.5834142573589
8939193303354.518,334451215579.61224,75894547.73498972,1.3588282789332768,2.401936732876482,14.41914276955128,49.48264727826837,0.9047866630480744,62.86654378947154,100.11097385743352
18235774208381.527,67365950409365.64,217011577.94224563,1.3577373249024385,3.2691665951642133,78.64637362798874,3.244588466609995,0.9495089412819332,68.71088927031187,525.4753395669168
2073699084179.6536,1991366295678654.0,51290521984.5273,7.1468899091884275,5.597809072176986,58.98956440827742,1.1982156201952405,1.153657323827483,7.009374410891244,572.6365450550823
3925015284905.9473,2775470225611.546,193386547.04818374,2.0004913623665477,2.2844977719409876,91.0277593792444,20.441665715096207,0.894044027992378,86.82851531194129,260.43269396610276
1415120135897.1404,11434721396123.775,1808735946.259657,5.63981065663793,3.3927731566581896,98.54077897195184,14.542796856715837,0.9303683926789053,24.80494672355807,646.4888694116455
3646838988630.575,8713507430700.136,44970838.95668718,3.1390385133902816,6.799270311003322,47.9083895129823,26.055425530232462,1.0649927049921706,85.71919410103843,589.9881530758964
534987634537.661,564852215316.0729,2558527915.217106,8.597741936284955,0.6658690102395808,31.281480841521798,18.084743289620608,0.8139814765905035,32.2833527828281,101.5434293499697
4243905528844.9834,10734577427914.246,34337864.2455081,7.438390945858116,9.140221545003723,7.4404475336635985,21.17772171859109,0.8575311562282765,37.41423598488278,729.2749149804663
832536364364.4497,6376506854407.546,131003820.73782371,6.887537713044538,3.5562407067919986,65.25497502572736,24.328396019233015,0.9116537228686618,95.79893416373977,357.7805255680327
520013970265.3127,54436943289373.37,1932856846.1743236,6.9722766698502125,9.450861033417395,70.50274596511652,24.334808133754823,1.1921424309239128,32.153024730083544,270.9174582940034
1834673596616.5337,525995288994924.6,37390511146.28027,8.329276878534294,4.298968982707386,85.45678169912172,1.9778830254194717,0.9168621632010142,7.085786343679836,885.1403313382955
7064598229437.17,17695689519539.688,50915993.15728452,1.975746267544703,6.905052488401032,93.3705112714178,17.136583553536042,1.0254723456611532,94.09821858522126,827.4081729111244
841941554102.2303,541010526458.1327,9904989783.332743,7.876949950982822,4.038876965991764,45.69115644703846,80.91544449552919,1.0832713354276484,4.438025667231671,877.159170782695
833648745133.4318,549963323722973.4,456714904.04008675,9.159500521490141,8.836541051344405,97.24159130389486,5.078165348786248,1.1248300270144398,67.08122752031947,726.0302293856142
1656897222729.2197,151211602169931.47,835679743.1734046,5.470154743686587,9.350945410919241,52.091426929321216,10.091960496840283,0.9772468085404832,37.46355957879098,375.0820765332421
1333518866755.4165,163532942618159.8,925370522.430371,8.743779486800102,8.948327507366297,13.267329646420576,7.395480591973506,1.1977658434088116,24.681519542384198,266.6423692256857
